_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
11970,2014,Siskiyou,1,Diabetes Short-term Complications,29,36411,79.6,85.2,,,,,,
11971,2015,Siskiyou,1,Diabetes Short-term Complications,28,27121,103.2,109.5,,,,,,
11972,2016,Siskiyou,1,Diabetes Short-term Complications,,,,,20,"34,523",57.9,50.4,,
11973,2017,Siskiyou,1,Diabetes Short-term Complications,,,,,16,"34,738",46.1,40.2,,
11974,2018,Siskiyou,1,Diabetes Short-term Complications,,,,,35,"34,764",100.7,88.2,,
11975,2019,Siskiyou,1,Diabetes Short-term Complications,,,,,43,"34,876",123.3,108.4,,
11976,2020,Siskiyou,1,Diabetes Short-term Complications,,,,,43,"34,968",123,108.3,,
11977,2021,Siskiyou,1,Diabetes Short-term Complications,,,,,36,"35,177",102.3,90.3,,
11978,2005,Siskiyou,2,Perforated Appendix,20,37,54.1,45,,,,,,
11979,2006,Siskiyou,2,Perforated Appendix,11,31,35.5,30.6,,,,,,
11980,2007,Siskiyou,2,Perforated Appendix,21,41,51.2,42.1,,,,,,
11981,2008,Siskiyou,2,Perforated Appendix,13,28,46.4,42.6,,,,,,
11982,2009,Siskiyou,2,Perforated Appendix,8,27,29.6,30.9,,,,,,
11983,2010,Siskiyou,2,Perforated Appendix,12,38,31.6,29.5,,,,,,
11984,2011,Siskiyou,2,Perforated Appendix,8,28,28.6,26.8,,,,,,
11985,2012,Siskiyou,2,Perforated Appendix,12,35,34.3,34.1,,,,,,
11986,2013,Siskiyou,2,Perforated Appendix,13,23,56.5,55,,,,,,
11987,2014,Siskiyou,2,Perforated Appendix,17,32,53.1,46.6,,,,,,
11988,2015,Siskiyou,2,Perforated Appendix,8,12,66.7,52.3,,,,,,
11989,2005,Siskiyou,3,Diabetes Long-term Complications,26,35143,74,63.6,,,,,,
11990,2006,Siskiyou,3,Diabetes Long-term Complications,28,35080,79.8,68.1,,,,,,
11991,2007,Siskiyou,3,Diabetes Long-term Complications,33,35195,93.8,79.4,,,,,,
11992,2008,Siskiyou,3,Diabetes Long-term Complications,19,35541,53.5,45.1,,,,,,
11993,2009,Siskiyou,3,Diabetes Long-term Complications,20,35511,56.3,47.3,,,,,,
11994,2010,Siskiyou,3,Diabetes Long-term Complications,20,35719,56,46.9,,,,,,
11995,2011,Siskiyou,3,Diabetes Long-term Complications,25,35459,70.5,58.6,,,,,,
11996,2012,Siskiyou,3,Diabetes Long-term Complications,20,36324,55.1,46.8,,,,,,
11997,2013,Siskiyou,3,Diabetes Long-term Complications,28,36015,77.7,65.5,,,,,,
11998,2014,Siskiyou,3,Diabetes Long-term Complications,26,36411,71.4,59.4,,,,,,
11999,2015,Siskiyou,3,Diabetes Long-term Complications,10,27121,36.9,31.1,,,,,,
12000,2016,Siskiyou,3,Diabetes Long-term Complications,,,,,11,"34,523",31.9,21.8,,
12001,2017,Siskiyou,3,Diabetes Long-term Complications,,,,,27,"34,738",77.7,53.2,,
12002,2018,Siskiyou,3,Diabetes Long-term Complications,,,,,20,"34,764",57.5,39.2,,
12003,2019,Siskiyou,3,Diabetes Long-term Complications,,,,,11,"34,876",31.5,21.4,,
12004,2020,Siskiyou,3,Diabetes Long-term Complications,,,,,14,"34,968",40,27,,
12005,2021,Siskiyou,3,Diabetes Long-term Complications,,,,,25,"35,177",71.1,48,,
12006,2005,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),73,25566,285.5,270.3,,,,,,
12007,2006,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),43,25628,167.8,158.2,,,,,,
12008,2007,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),55,25709,213.9,199.3,,,,,,
12009,2008,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),77,25916,297.1,274.5,,,,,,
12010,2009,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),96,25877,371,340.3,,,,,,
12011,2010,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),98,26006,376.8,344.3,,,,,,
12012,2011,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),101,25894,390.1,352.1,,,,,,
12013,2012,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),79,25630,308.2,273.8,,,,,,
12014,2013,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),126,25406,495.9,433.3,,,,,,
12015,2014,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),99,26196,377.9,334.9,,,,,,
12016,2015,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),77,18736,411,348.1,,,,,,
12017,2016,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),,,,,97,"24,865",390.1,276.5,,
12018,2017,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),,,,,133,"24,845",535.3,375.2,,
12019,2018,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),,,,,112,"24,883",450.1,311.4,,
12020,2019,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),,,,,77,"24,932",308.8,211.2,,
12021,2020,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),,,,,62,"25,196",246.1,169.1,,
12022,2021,Siskiyou,5,COPD or Asthma in Older Adults (Age 40+),,,,,42,"25,315",165.9,113.4,,
12023,2005,Siskiyou,7,Hypertension,6,35143,17.1,14.6,,,,,,
12024,2006,Siskiyou,7,Hypertension,4,35080,11.4,9.7,,,,,,
12025,2007,Siskiyou,7,Hypertension,5,35195,14.2,12,,,,,,
12026,2008,Siskiyou,7,Hypertension,10,35541,28.1,23.9,,,,,,
12027,2009,Siskiyou,7,Hypertension,10,35511,28.2,23.8,,,,,,
12028,2010,Siskiyou,7,Hypertension,3,35719,8.4,7.1,,,,,,
12029,2011,Siskiyou,7,Hypertension,7,35459,19.7,16.6,,,,,,
12030,2012,Siskiyou,7,Hypertension,14,36324,38.5,33.3,,,,,,
12031,2013,Siskiyou,7,Hypertension,9,36015,25,21.5,,,,,,
12032,2014,Siskiyou,7,Hypertension,4,36411,11,9.3,,,,,,
12033,2015,Siskiyou,7,Hypertension,6,27121,22.1,19.1,,,,,,
12034,2016,Siskiyou,7,Hypertension,,,,,10,"34,523",29,19.3,,
12035,2017,Siskiyou,7,Hypertension,,,,,7,"34,738",20.2,13.4,,
12036,2018,Siskiyou,7,Hypertension,,,,,14,"34,764",40.3,26.6,,
12037,2019,Siskiyou,7,Hypertension,,,,,11,"34,876",31.5,20.7,,
12038,2020,Siskiyou,7,Hypertension,,,,,6,"34,968",17.2,11.3,,
12039,2021,Siskiyou,7,Hypertension,,,,,5,"35,177",14.2,9.3,,
12040,2005,Siskiyou,8,Heart Failure,119,35143,338.6,269.4,,,,,,
12041,2006,Siskiyou,8,Heart Failure,132,35080,376.3,296.9,,,,,,
12042,2007,Siskiyou,8,Heart Failure,113,35195,321.1,249.6,,,,,,
12043,2008,Siskiyou,8,Heart Failure,92,35541,258.9,200.7,,,,,,
12044,2009,Siskiyou,8,Heart Failure,104,35511,292.9,224.7,,,,,,
12045,2010,Siskiyou,8,Heart Failure,87,35719,243.6,186.2,,,,,,
12046,2011,Siskiyou,8,Heart Failure,77,35459,217.2,163.2,,,,,,
12047,2012,Siskiyou,8,Heart Failure,61,36324,167.9,128.8,,,,,,
12048,2013,Siskiyou,8,Heart Failure,86,36015,238.8,180.5,,,,,,
12049,2014,Siskiyou,8,Heart Failure,61,36411,167.5,125.7,,,,,,
12050,2015,Siskiyou,8,Heart Failure,49,27121,180.7,134.6,,,,,,
12051,2016,Siskiyou,8,Heart Failure,,,,,86,"34,523",249.1,163.7,,
12052,2017,Siskiyou,8,Heart Failure,,,,,83,"34,738",238.9,156.5,,
12053,2018,Siskiyou,8,Heart Failure,,,,,75,"34,764",215.7,139,,
12054,2019,Siskiyou,8,Heart Failure,,,,,82,"34,876",235.1,149,,
12055,2020,Siskiyou,8,Heart Failure,,,,,67,"34,968",191.6,122.1,,
12056,2021,Siskiyou,8,Heart Failure,,,,,85,"35,177",241.6,152.9,,
12057,2005,Siskiyou,10,Dehydration,49,35143,139.4,115.2,,,,,,
12058,2006,Siskiyou,10,Dehydration,48,35080,136.8,112.2,,,,,,
12059,2007,Siskiyou,10,Dehydration,44,35195,125,101.3,,,,,,
12060,2008,Siskiyou,10,Dehydration,38,35541,106.9,86.5,,,,,,
12061,2009,Siskiyou,10,Dehydration,28,35511,78.8,63.2,,,,,,
12062,2010,Siskiyou,10,Dehydration,23,35719,64.4,51.5,,,,,,
12063,2011,Siskiyou,10,Dehydration,21,35459,59.2,46.7,,,,,,
12064,2012,Siskiyou,10,Dehydration,17,36324,46.8,37.6,,,,,,
12065,2013,Siskiyou,10,Dehydration,31,36015,86.1,68.2,,,,,,
12066,2014,Siskiyou,10,Dehydration,27,36411,74.2,58.4,,,,,,
12067,2015,Siskiyou,10,Dehydration,17,27121,62.7,49.1,,,,,,
12068,2005,Siskiyou,11,Community-Acquired Pneumonia,208,35143,591.9,483.9,,,,,,
12069,2006,Siskiyou,11,Community-Acquired Pneumonia,161,35080,459,372.6,,,,,,
12070,2007,Siskiyou,11,Community-Acquired Pneumonia,188,35195,534.2,428.4,,,,,,
12071,2008,Siskiyou,11,Community-Acquired Pneumonia,216,35541,607.7,485.9,,,,,,
12072,2009,Siskiyou,11,Community-Acquired Pneumonia,205,35511,577.3,457.9,,,,,,
12073,2010,Siskiyou,11,Community-Acquired Pneumonia,184,35719,515.1,407.5,,,,,,
12074,2011,Siskiyou,11,Community-Acquired Pneumonia,169,35459,476.6,371.4,,,,,,
12075,2012,Siskiyou,11,Community-Acquired Pneumonia,155,36324,426.7,338.9,,,,,,
12076,2013,Siskiyou,11,Community-Acquired Pneumonia,162,36015,449.8,352.5,,,,,,
12077,2014,Siskiyou,11,Community-Acquired Pneumonia,153,36411,420.2,327.6,,,,,,
12078,2015,Siskiyou,11,Community-Acquired Pneumonia,101,27121,372.4,288.2,,,,,,
12079,2016,Siskiyou,11,Community-Acquired Pneumonia,,,,,144,"34,523",417.1,266.5,,
12080,2017,Siskiyou,11,Community-Acquired Pneumonia,,,,,112,"34,738",322.4,205.1,,
12081,2018,Siskiyou,11,Community-Acquired Pneumonia,,,,,98,"34,764",281.9,176.5,,
12082,2019,Siskiyou,11,Community-Acquired Pneumonia,,,,,114,"34,876",326.9,201.3,,
12083,2020,Siskiyou,11,Community-Acquired Pneumonia,,,,,59,"34,968",168.7,104.5,,
12084,2021,Siskiyou,11,Community-Acquired Pneumonia,,,,,40,"35,177",113.7,69.9,,
12085,2005,Siskiyou,12,Urinary Tract Infection,49,35143,139.4,117.3,,,,,,
12086,2006,Siskiyou,12,Urinary Tract Infection,44,35080,125.4,104.9,,,,,,
12087,2007,Siskiyou,12,Urinary Tract Infection,35,35195,99.4,82.3,,,,,,
12088,2008,Siskiyou,12,Urinary Tract Infection,50,35541,140.7,116.9,,,,,,
12089,2009,Siskiyou,12,Urinary Tract Infection,52,35511,146.4,120.7,,,,,,
12090,2010,Siskiyou,12,Urinary Tract Infection,34,35719,95.2,78.4,,,,,,
12091,2011,Siskiyou,12,Urinary Tract Infection,42,35459,118.4,96.1,,,,,,
12092,2012,Siskiyou,12,Urinary Tract Infection,43,36324,118.4,97.6,,,,,,
12093,2013,Siskiyou,12,Urinary Tract Infection,45,36015,124.9,102.2,,,,,,
12094,2014,Siskiyou,12,Urinary Tract Infection,47,36411,129.1,105.1,,,,,,
12095,2015,Siskiyou,12,Urinary Tract Infection,37,27121,136.4,110.1,,,,,,
12096,2016,Siskiyou,12,Urinary Tract Infection,,,,,28,"34,523",81.1,57.7,,
12097,2017,Siskiyou,12,Urinary Tract Infection,,,,,44,"34,738",126.7,89.8,,
12098,2018,Siskiyou,12,Urinary Tract Infection,,,,,33,"34,764",94.9,66.1,,
12099,2019,Siskiyou,12,Urinary Tract Infection,,,,,27,"34,876",77.4,53.1,,
12100,2020,Siskiyou,12,Urinary Tract Infection,,,,,25,"34,968",71.5,49.7,,
12101,2021,Siskiyou,12,Urinary Tract Infection,,,,,21,"35,177",59.7,41.1,,
12102,2005,Siskiyou,13,Angina without Procedure,11,35143,31.3,26.1,,,,,,
12103,2006,Siskiyou,13,Angina without Procedure,14,35080,39.9,33,,,,,,
12104,2007,Siskiyou,13,Angina without Procedure,20,35195,56.8,46.6,,,,,,
12105,2008,Siskiyou,13,Angina without Procedure,14,35541,39.4,32.2,,,,,,
12106,2009,Siskiyou,13,Angina without Procedure,14,35511,39.4,32.1,,,,,,
12107,2010,Siskiyou,13,Angina without Procedure,11,35719,30.8,25,,,,,,
12108,2011,Siskiyou,13,Angina without Procedure,10,35459,28.2,22.7,,,,,,
12109,2012,Siskiyou,13,Angina without Procedure,7,36324,19.3,15.9,,,,,,
12110,2013,Siskiyou,13,Angina without Procedure,8,36015,22.2,18.2,,,,,,
12111,2014,Siskiyou,13,Angina without Procedure,2,36411,5.5,4.4,,,,,,
12112,2015,Siskiyou,13,Angina without Procedure,6,27121,22.1,18.2,,,,,,
12113,2005,Siskiyou,14,Uncontrolled Diabetes,1,35143,2.8,2.5,,,,,,
12114,2006,Siskiyou,14,Uncontrolled Diabetes,2,35080,5.7,5.1,,,,,,
12115,2007,Siskiyou,14,Uncontrolled Diabetes,3,35195,8.5,7.6,,,,,,
12116,2008,Siskiyou,14,Uncontrolled Diabetes,1,35541,2.8,2.5,,,,,,
12117,2009,Siskiyou,14,Uncontrolled Diabetes,0,35511,0,0,,,,,,
12118,2010,Siskiyou,14,Uncontrolled Diabetes,2,35719,5.6,4.9,,,,,,
12119,2011,Siskiyou,14,Uncontrolled Diabetes,3,35459,8.5,7.4,,,,,,
12120,2012,Siskiyou,14,Uncontrolled Diabetes,0,36324,0,0,,,,,,
12121,2013,Siskiyou,14,Uncontrolled Diabetes,2,36015,5.6,5,,,,,,
12122,2014,Siskiyou,14,Uncontrolled Diabetes,2,36411,5.5,4.9,,,,,,
12123,2015,Siskiyou,14,Uncontrolled Diabetes,0,27121,0,0,,,,,,
12124,2016,Siskiyou,14,Uncontrolled Diabetes,,,,,12,"34,523",34.8,23.5,,
12125,2017,Siskiyou,14,Uncontrolled Diabetes,,,,,6,"34,738",17.3,11.7,,
12126,2018,Siskiyou,14,Uncontrolled Diabetes,,,,,6,"34,764",17.3,11.5,,
12127,2019,Siskiyou,14,Uncontrolled Diabetes,,,,,7,"34,876",20.1,13.3,,
12128,2020,Siskiyou,14,Uncontrolled Diabetes,,,,,7,"34,968",20,13.2,,
12129,2021,Siskiyou,14,Uncontrolled Diabetes,,,,,5,"35,177",14.2,9.3,,
12130,2005,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,20.9,21,,,,,,
12131,2006,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,42.3,42.5,,,,,,
12132,2007,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,52.7,53,,,,,,
12133,2008,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,51.9,52.2,,,,,,
12134,2009,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,51.9,52.4,,,,,,
12135,2010,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,30.9,31.3,,,,,,
12136,2011,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,20.9,21.3,,,,,,
12137,2012,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,9.4,9.7,,,,,,
12138,2013,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,18.9,19.6,,,,,,
12139,2014,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,9.8,10.2,,,,,,
12140,2015,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,23.9,25,,,,,,
12141,2016,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,,,,,20.7,18.3,1,Cell suppressed for small numbers
12142,2017,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,,,,,50.5,44.4,1,Cell suppressed for small numbers
12143,2018,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,,,,,10.1,8.8,1,Cell suppressed for small numbers
12144,2019,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,,,,,10.1,8.8,1,Cell suppressed for small numbers
12145,2020,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,,,,,10.2,8.9,1,Cell suppressed for small numbers
12146,2021,Siskiyou,15,Asthma in Younger Adults (Age 18-39),,,,,,,10.1,8.8,1,Cell suppressed for small numbers
12147,2005,Siskiyou,16,Lower-Extremity Amputation (Diabetes),9,35143,25.6,20.9,,,,,,
12148,2006,Siskiyou,16,Lower-Extremity Amputation (Diabetes),1,35080,2.9,2.3,,,,,,
12149,2007,Siskiyou,16,Lower-Extremity Amputation (Diabetes),6,35195,17,13.6,,,,,,
12150,2008,Siskiyou,16,Lower-Extremity Amputation (Diabetes),6,35541,16.9,13.3,,,,,,
12151,2009,Siskiyou,16,Lower-Extremity Amputation (Diabetes),4,35511,11.3,8.8,,,,,,
12152,2010,Siskiyou,16,Lower-Extremity Amputation (Diabetes),5,35719,14,10.9,,,,,,
12153,2011,Siskiyou,16,Lower-Extremity Amputation (Diabetes),9,35459,25.4,19.5,,,,,,
12154,2012,Siskiyou,16,Lower-Extremity Amputation (Diabetes),0,36324,0,0,,,,,,
12155,2013,Siskiyou,16,Lower-Extremity Amputation (Diabetes),3,36015,8.3,6.4,,,,,,
12156,2014,Siskiyou,16,Lower-Extremity Amputation (Diabetes),2,36411,5.5,4.2,,,,,,
12157,2015,Siskiyou,16,Lower-Extremity Amputation (Diabetes),5,27121,18.4,14.1,,,,,,
12158,2016,Siskiyou,16,Lower-Extremity Amputation (Diabetes),,,,,9,"34,523",26.1,16.4,,
12159,2017,Siskiyou,16,Lower-Extremity Amputation (Diabetes),,,,,6,"34,738",17.3,10.9,,
12160,2018,Siskiyou,16,Lower-Extremity Amputation (Diabetes),,,,,6,"34,764",17.3,10.8,,
12161,2019,Siskiyou,16,Lower-Extremity Amputation (Diabetes),,,,,7,"34,876",20.1,12.5,,
12162,2020,Siskiyou,16,Lower-Extremity Amputation (Diabetes),,,,,4,"34,968",11.4,7.1,,
12163,2021,Siskiyou,16,Lower-Extremity Amputation (Diabetes),,,,,11,"35,177",31.3,19.4,,
12164,2005,Siskiyou,90,Prevention Quality Overall Composite,569,35143,1619.1,1344.9,,,,,,
12165,2006,Siskiyou,90,Prevention Quality Overall Composite,495,35080,1411.1,1163.9,,,,,,
12166,2007,Siskiyou,90,Prevention Quality Overall Composite,524,35195,1488.8,1214.3,,,,,,
12167,2008,Siskiyou,90,Prevention Quality Overall Composite,542,35541,1525,1240.6,,,,,,
12168,2009,Siskiyou,90,Prevention Quality Overall Composite,565,35511,1591.1,1285,,,,,,
12169,2010,Siskiyou,90,Prevention Quality Overall Composite,490,35719,1371.8,1105.3,,,,,,
12170,2011,Siskiyou,90,Prevention Quality Overall Composite,483,35459,1362.1,1082.3,,,,,,
12171,2012,Siskiyou,90,Prevention Quality Overall Composite,428,36324,1178.3,952.9,,,,,,
12172,2013,Siskiyou,90,Prevention Quality Overall Composite,530,36015,1471.6,1175.5,,,,,,
12173,2014,Siskiyou,90,Prevention Quality Overall Composite,451,36411,1238.6,983.8,,,,,,
12174,2015,Siskiyou,90,Prevention Quality Overall Composite,336,27121,1238.9,979.4,,,,,,
12175,2016,Siskiyou,90,Overall Composite,,,,,413,"34,523",1196.3,797.4,,
12176,2017,Siskiyou,90,Overall Composite,,,,,435,"34,738",1252.2,832.3,,
12177,2018,Siskiyou,90,Overall Composite,,,,,396,"34,764",1139.1,747.1,,
12178,2019,Siskiyou,90,Overall Composite,,,,,378,"34,876",1083.8,702.3,,
12179,2020,Siskiyou,90,Overall Composite,,,,,286,"34,968",817.9,531.5,,
12180,2021,Siskiyou,90,Overall Composite,,,,,266,"35,177",756.2,488.9,,
12181,2005,Siskiyou,91,Prevention Quality Acute Composite,306,35143,870.7,719.6,,,,,,
12182,2006,Siskiyou,91,Prevention Quality Acute Composite,253,35080,721.2,592.1,,,,,,
12183,2007,Siskiyou,91,Prevention Quality Acute Composite,267,35195,758.6,615.6,,,,,,
12184,2008,Siskiyou,91,Prevention Quality Acute Composite,304,35541,855.4,693.7,,,,,,
12185,2009,Siskiyou,91,Prevention Quality Acute Composite,285,35511,802.6,645.7,,,,,,
12186,2010,Siskiyou,91,Prevention Quality Acute Composite,241,35719,674.7,541.7,,,,,,
12187,2011,Siskiyou,91,Prevention Quality Acute Composite,232,35459,654.3,517.3,,,,,,
12188,2012,Siskiyou,91,Prevention Quality Acute Composite,215,36324,591.9,476.5,,,,,,
12189,2013,Siskiyou,91,Prevention Quality Acute Composite,238,36015,660.8,525.8,,,,,,
12190,2014,Siskiyou,91,Prevention Quality Acute Composite,227,36411,623.4,493.6,,,,,,
12191,2015,Siskiyou,91,Prevention Quality Acute Composite,155,27121,571.5,449.1,,,,,,
12192,2016,Siskiyou,91,Acute Composite,,,,,172,"34,523",498.2,333,,
12193,2017,Siskiyou,91,Acute Composite,,,,,156,"34,738",449.1,298.9,,
12194,2018,Siskiyou,91,Acute Composite,,,,,131,"34,764",376.8,246.6,,
12195,2019,Siskiyou,91,Acute Composite,,,,,141,"34,876",404.3,260.5,,
12196,2020,Siskiyou,91,Acute Composite,,,,,84,"34,968",240.2,156.2,,
12197,2021,Siskiyou,91,Acute Composite,,,,,61,"35,177",173.4,111.8,,
12198,2005,Siskiyou,92,Prevention Quality Chronic Composite,263,35143,748.4,623.6,,,,,,
12199,2006,Siskiyou,92,Prevention Quality Chronic Composite,242,35080,689.9,570.6,,,,,,
12200,2007,Siskiyou,92,Prevention Quality Chronic Composite,257,35195,730.2,597.5,,,,,,
12201,2008,Siskiyou,92,Prevention Quality Chronic Composite,238,35541,669.6,545.8,,,,,,
12202,2009,Siskiyou,92,Prevention Quality Chronic Composite,280,35511,788.5,638.3,,,,,,
12203,2010,Siskiyou,92,Prevention Quality Chronic Composite,249,35719,697.1,562.9,,,,,,
12204,2011,Siskiyou,92,Prevention Quality Chronic Composite,251,35459,707.9,564.1,,,,,,
12205,2012,Siskiyou,92,Prevention Quality Chronic Composite,213,36324,586.4,475.6,,,,,,
12206,2013,Siskiyou,92,Prevention Quality Chronic Composite,292,36015,810.8,649.2,,,,,,
12207,2014,Siskiyou,92,Prevention Quality Chronic Composite,224,36411,615.2,489.6,,,,,,
12208,2015,Siskiyou,92,Prevention Quality Chronic Composite,181,27121,667.4,529.5,,,,,,
12209,2016,Siskiyou,92,Chronic Composite,,,,,241,"34,523",698.1,464.8,,
12210,2017,Siskiyou,92,Chronic Composite,,,,,279,"34,738",803.2,533.4,,
12211,2018,Siskiyou,92,Chronic Composite,,,,,265,"34,764",762.3,500.1,,
12212,2019,Siskiyou,92,Chronic Composite,,,,,237,"34,876",679.6,441,,
12213,2020,Siskiyou,92,Chronic Composite,,,,,202,"34,968",577.7,375.2,,
12214,2021,Siskiyou,92,Chronic Composite,,,,,205,"35,177",582.8,377,,
12215,2016,Siskiyou,93,Diabetes Composite,,,,,46,"34,523",133.2,97.2,,
12216,2017,Siskiyou,93,Diabetes Composite,,,,,51,"34,738",146.8,107.3,,
12217,2018,Siskiyou,93,Diabetes Composite,,,,,63,"34,764",181.2,131.9,,
12218,2019,Siskiyou,93,Diabetes Composite,,,,,66,"34,876",189.2,137.4,,
12219,2020,Siskiyou,93,Diabetes Composite,,,,,66,"34,968",188.7,136.4,,
12220,2021,Siskiyou,93,Diabetes Composite,,,,,72,"35,177",204.7,148.1,,
12221,2005,Solano,1,Diabetes Short-term Complications,183,301678,60.7,58.5,,,,,,
12222,2006,Solano,1,Diabetes Short-term Complications,189,303214,62.3,60.3,,,,,,
12223,2007,Solano,1,Diabetes Short-term Complications,181,304287,59.5,57.7,,,,,,
12224,2008,Solano,1,Diabetes Short-term Complications,183,306167,59.8,58.3,,,,,,
12225,2009,Solano,1,Diabetes Short-term Complications,258,308635,83.6,81.8,,,,,,
12226,2010,Solano,1,Diabetes Short-term Complications,196,313165,62.6,61.4,,,,,,
12227,2011,Solano,1,Diabetes Short-term Complications,196,316734,61.9,60.9,,,,,,
12228,2012,Solano,1,Diabetes Short-term Complications,206,312400,65.9,66.1,,,,,,
12229,2013,Solano,1,Diabetes Short-term Complications,221,317212,69.7,70.1,,,,,,
12230,2014,Solano,1,Diabetes Short-term Complications,201,320144,62.8,62.7,,,,,,
12231,2015,Solano,1,Diabetes Short-term Complications,148,242676,61,62.2,,,,,,
12232,2016,Solano,1,Diabetes Short-term Complications,,,,,141,"339,769",41.5,50,,
12233,2017,Solano,1,Diabetes Short-term Complications,,,,,129,"344,415",37.5,45.3,,
12234,2018,Solano,1,Diabetes Short-term Complications,,,,,167,"347,091",48.1,58.4,,
12235,2019,Solano,1,Diabetes Short-term Complications,,,,,207,"348,999",59.3,72.2,,
12236,2020,Solano,1,Diabetes Short-term Complications,,,,,223,"352,905",63.2,77,,
12237,2021,Solano,1,Diabetes Short-term Complications,,,,,211,"352,548",59.9,73.1,,
12238,2005,Solano,2,Perforated Appendix,65,269,24.2,25.6,,,,,,
12239,2006,Solano,2,Perforated Appendix,81,271,29.9,31.6,,,,,,
12240,2007,Solano,2,Perforated Appendix,73,256,28.5,31,,,,,,
12241,2008,Solano,2,Perforated Appendix,88,279,31.5,32.4,,,,,,
12242,2009,Solano,2,Perforated Appendix,91,285,31.9,33.4,,,,,,
12243,2010,Solano,2,Perforated Appendix,80,271,29.5,31,,,,,,
12244,2011,Solano,2,Perforated Appendix,76,227,33.5,32.9,,,,,,
12245,2012,Solano,2,Perforated Appendix,82,272,30.1,30.3,,,,,,
12246,2013,Solano,2,Perforated Appendix,75,230,32.6,33.1,,,,,,
12247,2014,Solano,2,Perforated Appendix,91,211,43.1,42,,,,,,
12248,2015,Solano,2,Perforated Appendix,60,111,54.1,51.5,,,,,,
12249,2005,Solano,3,Diabetes Long-term Complications,323,301678,107.1,117.1,,,,,,
12250,2006,Solano,3,Diabetes Long-term Complications,299,303214,98.6,106.9,,,,,,
12251,2007,Solano,3,Diabetes Long-term Complications,334,304287,109.8,117.7,,,,,,
12252,2008,Solano,3,Diabetes Long-term Complications,293,306167,95.7,101.5,,,,,,
12253,2009,Solano,3,Diabetes Long-term Complications,297,308635,96.2,100.9,,,,,,
12254,2010,Solano,3,Diabetes Long-term Complications,332,313165,106,110.2,,,,,,
12255,2011,Solano,3,Diabetes Long-term Complications,341,316734,107.7,111.3,,,,,,
12256,2012,Solano,3,Diabetes Long-term Complications,361,312400,115.6,115.6,,,,,,
12257,2013,Solano,3,Diabetes Long-term Complications,315,317212,99.3,98.7,,,,,,
12258,2014,Solano,3,Diabetes Long-term Complications,278,320144,86.8,86.5,,,,,,
